Description,Incursion Type,LAB,STID ,Zone,Northing,Easting,DH,Depth,Assay Type,COA,Sample Weight,Au,Pt,Pd,Rh,Ir,Os,Ru,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Cl,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,Dy,Er,Eu,Gd,Ho,Lu,Nd,Pr,Sm,Tb,Tm,Yb
,HY20,ALS,157662,1,3906299,458349,99,20,4-Acid Dig,COA_RE20199978.pdf,3.11,0.01,0,0,0,,,,0.13,72100,40.1,90,720,1.87,0.15,43100,0.17,47.7,7.9,23,4.27,18.4,,26600,18.5,0.13,1.1,,0.04,,23.7,138,11300,470,18.4,32100,10.8,15.7,700,13.9,82.2,0.01,3000,2.78,7.5,1,1.7,484,0.74,0,7.63,3050,0.43,7.3,67,4.4,13.7,71,35.3,2.47,1.32,0.84,3.08,0.5,0.19,20.1,5.44,4.12,0.45,0.19,1.23
,HY20,ALS,157894,1,3905902,457137,100,5,4-Acid Dig,COA_RE20206582.pdf,3.96,0.02,0,0,0,,,,0.14,78700,35,110,650,2.46,0.21,27600,0.18,53.1,14.7,45,8.72,34.1,,42000,24.1,0.16,1.9,,0.06,,24.2,170,17700,827,4.51,28600,11.7,29.8,980,15.3,92.4,0.01,4600,5.28,12.6,1,2.2,365,0.77,0,10.3,3800,0.57,2.4,84,5.7,15.3,128,59.2,2.99,1.55,0.87,3.54,0.58,0.22,22.8,6.36,4.38,0.53,0.23,1.48
,HY20,ALS,157895,1,3905902,457137,100,10,4-Acid Dig,COA_RE20206582.pdf,3.38,0.01,0,0,0,,,,0.13,63600,52.3,160,470,1.73,0.16,67800,0.13,50.6,10.5,32,6.01,22.5,,31000,17.65,0.14,1.5,,0.04,,25.9,213,17000,604,6.59,30700,9.8,20.7,780,13,92.2,0.01,37500,3.81,8.8,1,1.6,2250,0.63,0.05,8.84,3160,0.45,5.4,73,6.6,13,96,43.3,2.33,1.27,0.76,2.86,0.45,0.18,20,5.7,3.68,0.41,0.19,1.15
,HY20,ALS,157896,1,3905902,457137,100,15,4-Acid Dig,COA_RE20206582.pdf,3.44,0.01,0,0,0,,,,0.13,59800,54.1,160,430,1.59,0.15,78900,0.13,46.4,10,30,5.86,21.8,,30300,16.05,0.11,1.3,,0.04,,24,229,18700,587,9.63,32800,9.3,19.8,770,11.3,85.9,0.01,44900,3.8,8,0,1.6,2100,0.6,0,8.23,3060,0.43,5.2,72,7.1,12.3,111,40.6,2.21,1.18,0.71,2.73,0.43,0.16,18.9,5.23,3.48,0.4,0.17,1.09
,HY20,ALS,157897,1,3905902,457137,100,20,4-Acid Dig,COA_RE20206582.pdf,4.51,0.01,0,0,0,,,,0.19,50900,53.8,130,330,1.39,0.14,100500,0.13,42.2,8.4,26,5.1,19.1,,25600,14,0.1,1.2,,0.04,,21.5,215,16000,470,13.45,36100,8,16.7,660,9.2,73.5,0.01,51700,3.39,7.1,1,1.4,2540,0.52,0,7.54,2540,0.35,5.5,64,7.6,10.7,78,36.3,1.98,1.05,0.61,2.41,0.38,0.14,16.7,4.59,3.08,0.35,0.15,0.94
,HY20,ALS,157898,1,3905899,457542,101,5,4-Acid Dig,COA_RE20206582.pdf,4.34,0.02,0,0,0,,,,0.11,84500,29.2,110,630,2.47,0.22,30000,0.18,58.2,14.6,42,8.63,37.7,,44600,25,0.15,1.9,,0.06,,28.3,166.5,19100,881,4.82,28100,12.1,28,1100,15.3,102,0.01,4800,4.65,12.8,1,2.2,369,0.77,0,11.5,3960,0.61,2.5,88,5.1,16.1,135,57.5,3.06,1.65,0.92,3.62,0.6,0.23,24.3,6.88,4.65,0.54,0.25,1.52
,HY20,ALS,157899,1,3905899,457542,101,10,4-Acid Dig,COA_RE20206582.pdf,3.19,0.01,0,0,0,,,,0.12,67200,53.5,160,480,1.85,0.18,67800,0.12,53.6,11.4,31,6.49,24.2,,32800,19.3,0.14,1.5,,0.05,,27.9,215,17900,636,6.41,31200,10.6,21.4,850,13.2,97.8,0.01,37100,3.81,9.6,1,1.8,2310,0.69,0,9.89,3360,0.49,5.3,75,6.7,14.2,101,45.7,2.58,1.37,0.8,3.16,0.49,0.19,21.9,6.17,4.02,0.45,0.2,1.26
,HY20,ALS,157900,1,3905899,457542,101,15,4-Acid Dig,COA_RE20206582.pdf,3.17,0.01,0,0,0,,,,0.12,60900,50.8,160,480,1.53,0.16,82000,0.12,47,10,29,5.72,22.2,,30300,16.6,0.1,1.3,,0.04,,24.7,223,19000,609,7.51,32200,9.4,18.8,810,11.3,87.8,0.01,45800,3.48,8.1,1,1.6,2320,0.6,0,8.5,3140,0.43,5.3,73,7,12.5,96,40.9,2.23,1.21,0.69,2.74,0.44,0.17,19,5.31,3.48,0.39,0.17,1.11
,HY20,ALS,157901,1,3905899,457542,101,20,4-Acid Dig,COA_RE20206582.pdf,4.8,0.01,0,0,0,,,,0.16,49700,52.3,130,220,1.33,0.14,106500,0.11,39.8,7.9,25,4.88,18.7,,24900,13.2,0.08,1.1,,0.03,,20.6,206,16100,460,12.25,30800,7.7,15.6,650,9,71.1,0.01,60900,3.09,6.8,1,1.3,2660,0.5,0,7.16,2520,0.35,5.3,63,7.1,10.5,76,33,1.87,1.02,0.57,2.28,0.37,0.14,15.9,4.38,3,0.33,0.14,0.92
,HY20,ALS,157855,1,3905894,457935,102,5,4-Acid Dig,COA_RE20199978.pdf,5.56,0.02,0,0,0,,,,0.15,73700,31.2,110,560,2.32,0.23,27600,0.16,61.1,13.2,38,7.92,36.1,,38600,24.9,0.21,1.7,,0.07,,29.6,156.5,16400,795,6.4,27300,11.6,25.6,980,15.4,104.5,0.01,6400,4.47,12.1,1,2.4,335,0.81,0,10.8,3500,0.57,2.6,84,5.3,17.2,122,58.6,2.95,1.63,0.91,3.62,0.59,0.23,26,6.56,4.86,0.54,0.23,1.57
,HY20,ALS,157856,1,3905894,457935,102,10,4-Acid Dig,COA_RE20199978.pdf,4.87,0.01,0,0,0,,,,0.13,64800,44.4,140,560,1.95,0.18,46200,0.14,57.6,9.9,27,5.99,25.8,,28500,20.3,0.23,1.4,,0.05,,30.2,181.5,14800,665,8.37,29900,10.4,19,760,13.9,95.8,0.01,21600,3.78,9,0,2,1720,0.77,0,15.75,2920,0.48,4.5,67,6.5,15.9,90,47.2,2.64,1.41,0.83,3.24,0.51,0.19,23.9,6.08,4.44,0.49,0.19,1.35
,HY20,ALS,157857,1,3905894,457935,102,15,4-Acid Dig,COA_RE20199978.pdf,5.98,0.01,0,0,0,,,,0.13,50400,39.7,130,330,1.43,0.15,88400,0.12,44.6,7.8,23,4.94,21.4,,23500,15.25,0.09,1.1,,0.04,,22.9,205,15400,472,5.15,30100,8.1,14.6,640,9.9,75,0.01,43400,3,6.9,1,1.5,2650,0.56,0,7.53,2360,0.38,4.6,61,7.6,10.8,74,38.2,1.88,1.08,0.63,2.38,0.37,0.15,18.1,4.56,3.31,0.34,0.15,1
,HY20,ALS,157858 (A),1,3905894,457935,102,20,4-Acid Dig,COA_RE20199978.pdf,4.29,0.01,0,0,0,,,,0.16,52600,65.3,120,260,1.3,0.15,106000,0.12,40.8,8.5,22,4.68,21.4,,24200,14.25,0,1.1,,0.04,,22.3,169.5,14300,481,16.15,28400,7.7,17.3,650,12.7,76,0.01,63000,3.4,6.6,1,1.6,2570,0.56,0,7.02,2390,0.41,5.2,64,7.7,10.1,76,36.7,2.06,1.11,0.58,2.37,0.37,0.14,16.5,4.44,3.21,0.33,0.14,0.97
,HY20,ALS,157777,1,3904313,455948,103,5,4-Acid Dig,COA_RE20185806.pdf,3.74,0.02,0,0,0,,,,0.14,59800,26.3,50,680,1.29,0.11,87700,0.12,52,7.7,27,3.38,17.2,,21100,14.9,0.12,0.8,,0.04,,23.4,77.9,13500,395,2.09,22300,9,18.6,480,10.2,66.3,0,1000,4.93,6.8,1,1.2,863,0.59,0,7.46,2500,0.35,3.6,47,5.1,13,55,22.3,2.2,1.17,0.74,2.75,0.43,0.17,19.4,5.3,3.68,0.4,0.18,1.07
,HY20,ALS,157778,1,3904313,455948,103,10,4-Acid Dig,COA_RE20185806.pdf,4.24,0.02,0,0,0,,,,0.07,61500,20.4,20,820,1.37,0.11,50900,0.08,57.6,6,21,2.11,11.9,,17700,15.25,0.14,0.6,,0.03,,28.3,39.6,6800,281,0.91,25000,10.8,13.4,450,11.1,56.8,0,200,4.09,5.6,1,1.2,636,0.73,0,7.54,2770,0.33,2.6,45,5,13.6,36,15.8,2.53,1.29,0.93,3.18,0.48,0.18,23.3,6.4,4.28,0.46,0.19,1.18
,HY20,ALS,157779,1,3904313,455948,103,15,4-Acid Dig,COA_RE20185806.pdf,5.08,0,0,0,0,,,,0.05,70800,12.6,10,970,1.93,0.12,24300,0.06,57.2,5,14,2.11,9.9,,16700,16.85,0.16,0.7,,0.03,,28.5,32.3,4400,335,0.9,26900,12.4,8.7,400,13.6,66.4,0,100,2.91,5.6,1,1.3,519,0.86,0,8.31,2670,0.38,2.1,43,3.6,14.1,34,15.8,2.6,1.33,0.96,3.24,0.49,0.2,23.2,6.35,4.33,0.47,0.21,1.29
,HY20,ALS,157780,1,3904313,455948,103,20,4-Acid Dig,COA_RE20185806.pdf,3.54,0.01,0,0,0,,,,0.16,65400,21.1,20,900,1.5,0.11,47700,0.12,61.4,6.2,23,2.21,13.6,,20900,16.05,0.15,0.7,,0.04,,31.1,38.4,6000,332,1.22,23000,11.3,14.6,460,11.1,61.1,0,200,4.34,6.2,1,1.4,544,0.78,0,8.9,2850,0.34,2,47,5.2,14.7,41,18.1,2.75,1.4,1,3.44,0.54,0.19,24.4,6.72,4.52,0.5,0.21,1.28
,HY20,ALS,157781,1,3904336,456328,104,5,4-Acid Dig,COA_RE20185806.pdf,4.53,0.02,0,0,0,,,,0.07,77300,55.6,150,610,2.22,0.23,48400,0.17,66.3,14.1,40,8.09,33.4,,39100,23.9,0.15,1.7,,0.07,,32.6,191,18500,799,7.21,23200,11.9,31.1,960,16.1,113,0,16500,5.74,11.5,1,2.1,763,0.8,0,12.05,3600,0.63,5.5,86,7,16.1,124,55.6,3.08,1.61,0.94,3.74,0.6,0.24,25,6.82,4.69,0.56,0.24,1.5
,HY20,ALS,157782,1,3904336,456328,104,10,4-Acid Dig,COA_RE20185806.pdf,2.98,0.01,0,0,0,,,,0.03,74900,64.5,160,660,2.09,0.2,35900,0.13,63.1,14,44,7.3,31.4,,37800,22.5,0.15,1.5,,0.06,,31.6,245,22500,810,4.49,27400,12.7,32.9,940,15.6,114,0,2500,6.1,10.9,1,2,480,0.83,0,10.8,3940,0.6,8.2,93,8.2,15.8,119,46.2,3.01,1.56,0.94,3.63,0.58,0.22,24.6,6.67,4.64,0.54,0.24,1.47
,HY20,ALS,157783,1,3904336,456328,104,15,4-Acid Dig,COA_RE20185806.pdf,4.55,0.01,0,0,0,,,,0.1,62300,33.6,90,530,1.67,0.17,80800,0.21,55,11.1,33,4.96,23.8,,29400,17.85,0.14,1.1,,0.05,,27.1,168.5,18900,724,2.24,26100,10.4,25.2,760,11.9,84.1,0,900,4.38,8.8,1,1.7,729,0.7,0,9.1,3090,0.45,6.4,71,6,13.4,85,34.6,2.55,1.33,0.81,3.08,0.49,0.18,21.4,5.83,4.07,0.46,0.2,1.2
,HY20,ALS,157784,1,3904336,456328,104,20,4-Acid Dig,COA_RE20185806.pdf,4.34,0.01,0,0,0,,,,0.07,69000,24.1,40,810,1.67,0.12,31900,0.09,55.6,7,26,2.94,14.7,,22300,17.05,0.16,0.7,,0.04,,27.4,71.9,8500,407,1.54,27700,11.2,17,550,11.7,70.1,0,700,4.58,6.9,1,1.4,500,0.76,0,7.58,3220,0.39,3.5,55,4.6,13.8,53,21.4,2.61,1.35,0.96,3.24,0.51,0.18,22.8,6.17,4.21,0.48,0.2,1.2
,HY20,ALS,157714,1,3907851,459163,105,5,4-Acid Dig,COA_RE20206582.pdf,4.8,0,0,0,0,,,,0.13,52700,11.3,40,890,1.29,0.08,48300,0.09,33.2,4.3,13,2.36,8.1,,12400,13.95,0.16,1,,0.02,,18.2,51.7,4600,200,1.25,18900,6.2,6.3,380,13,71.4,0,1500,2.2,3,0,1.1,713,0.48,0,5.19,1390,0.41,4.2,47,6.7,10.2,34,25.8,1.84,0.89,0.6,2.11,0.34,0.13,14.2,3.94,3.08,0.31,0.14,0.88
,HY20,ALS,157715,1,3907851,459163,105,10,4-Acid Dig,COA_RE20206582.pdf,6.86,0,0,0,0,,,,0.31,62400,10.5,40,880,1.58,0.11,36200,0.15,42.5,6.3,27,3.52,11.1,,20000,16.15,0.19,1.4,,0.03,,24.8,53,6300,269,4.35,20500,8,16,360,14.1,79.3,0,800,2.97,4.6,1,1.4,527,0.61,0,6.9,2070,0.44,6,48,7.7,12.9,47,39,2.25,1.15,0.77,2.75,0.41,0.16,19,5.23,4,0.4,0.17,1.08
,HY20,ALS,157716,1,3907851,459163,105,10,4-Acid Dig,COA_RE20206582.pdf,6.19,0,0,0,0,,,,0.33,62000,11.5,40,860,1.69,0.11,35300,0.14,42.1,6.4,27,3.52,11.1,,20100,16.35,0.18,1.4,,0.03,,24.3,52.5,6300,270,4.16,20700,8.3,15.6,340,14,78.9,0,800,3.07,4.8,0,1.4,528,0.64,0,6.83,2030,0.46,5.7,49,7.9,12.6,48,40,2.21,1.15,0.78,2.63,0.4,0.16,18.6,5.14,4.03,0.38,0.17,1.09
,HY20,ALS,157717,1,3907851,459163,105,15,4-Acid Dig,COA_RE20206582.pdf,8.76,0,0,0,0,,,,0.38,61900,9.2,30,850,1.69,0.1,27400,0.15,38.5,5.4,26,2.76,9.4,,18700,16,0.2,1.3,,0.03,,21.5,42.2,4900,238,3.36,21700,7.8,13.5,350,14,75.4,0,700,2.74,4.1,0,1.3,503,0.57,0,5.84,2030,0.44,4.3,45,6.8,11.7,40,34.3,2.1,1.09,0.78,2.6,0.4,0.15,17.4,4.78,3.72,0.38,0.17,0.97
,HY20,ALS,157718,1,3907851,459163,105,18,4-Acid Dig,COA_RE20206582.pdf,5.03,0,0,0,0,,,,0.63,65700,10.9,30,900,1.69,0.11,37500,0.23,44.4,6.1,24,2.97,10.1,,19500,16.75,0.19,1.3,,0.03,,25.1,48.8,5700,291,1.65,22400,8.9,11.1,430,14.6,81.3,0,500,2.98,4.7,1,1.4,533,0.64,0,6.88,2290,0.47,5,48,6.8,13.1,46,36.7,2.32,1.19,0.86,2.9,0.44,0.17,19.7,5.44,4.2,0.42,0.17,1.15
,HY20,ALS,157578,4,3909960,457171,106,5,4-Acid Dig,COA_RE20185806.pdf,5.8,0,0,0,0,,,,0.13,63200,5.4,40,1090,1.38,0.07,17800,0.04,36.4,5.6,25,20.2,7.9,,17500,15,0.15,1.6,,0.02,,19.4,77.8,6100,226,0.6,21500,6.8,10.6,360,12.5,86.5,0,300,4.41,4.8,1,0.9,505,0.46,0,4.24,2290,0.29,3.3,48,3.8,9.9,42,56.8,1.91,0.98,0.73,2.36,0.36,0.14,16.5,4.47,2.97,0.35,0.14,0.83
,HY20,ALS,157579,4,3909960,457171,106,10,4-Acid Dig,COA_RE20185806.pdf,6.37,0.01,0,0,0,,,,0.2,63700,11.2,40,950,1.49,0.08,35700,0.05,38,6.6,28,16.45,10,,19300,16.05,0.16,1.7,,0.03,,20.4,62.1,7300,250,0.81,18200,6.4,12.5,330,12.7,91.2,0,200,3.78,5.5,1,1,441,0.42,0,4.39,2210,0.33,3.8,49,3.3,9.7,53,58.8,1.82,0.91,0.68,2.25,0.34,0.13,16.8,4.61,3.04,0.33,0.13,0.84
,HY20,ALS,157580,4,3909960,457171,106,15,4-Acid Dig,COA_RE20185806.pdf,5.12,0.01,0,0,0,,,,0.17,67100,12.2,20,1130,1.5,0.08,18700,0.03,39.4,5.4,23,12.05,9.1,,18800,16.75,0.17,1.7,,0.03,,21.2,48.7,5700,216,0.65,21800,8,11.3,320,13.4,85.4,0,200,3.8,4.9,1,1.1,453,0.58,0,4.93,2430,0.39,2.8,43,2.7,9.1,47,55.9,1.8,0.92,0.71,2.31,0.33,0.13,17.6,4.85,3.14,0.34,0.13,0.83
,HY20,ALS,157581,4,3909960,457171,106,20,4-Acid Dig,COA_RE20185806.pdf,6.64,0.01,0,0,0,,,,0.16,64500,13.4,20,1160,1.55,0.07,18600,0.04,36.3,5.2,18,9.75,8.4,,17800,16,0.15,1.6,,0.02,,20.1,45.2,5000,219,0.62,21400,8.2,11,490,13.4,81.6,0,200,3.79,4.5,1,1.1,443,0.65,0,4.37,2370,0.39,1.8,39,2.8,9.7,45,54.6,1.87,0.93,0.73,2.35,0.35,0.13,17.4,4.73,3.15,0.34,0.13,0.84
,HY20,ALS,157603,3,3909964,455963,107,5,4-Acid Dig,COA_RE20199978.pdf,4.91,0,0,0,0,,,,0.14,65000,16.7,60,1100,1.6,0.08,46500,0.08,37.7,6.7,18,3.57,14.3,,18900,15.9,0.25,1.7,,0.03,,21.3,148.5,7300,325,0.73,23000,6.2,14.9,770,12.6,57.3,0,1200,3.37,5.1,1,1.1,609,0.44,0,4.12,2230,0.33,1.6,44,2.7,9.5,54,69,1.99,0.99,0.67,2.5,0.34,0.13,16.7,4.49,3.28,0.33,0.14,0.9
,HY20,ALS,157604,3,3909964,455963,107,10,4-Acid Dig,COA_RE20199978.pdf,5.42,0,0,0,0,,,,0.16,68900,15.7,40,1170,1.76,0.05,31100,0.06,39.9,7,20,3.75,13,,20600,17.7,0.1,2.1,,0.03,,20.9,95.7,6800,276,0.61,22800,6.8,14.9,990,14,56.5,0,400,3.78,5.4,1,1.1,533,0.45,0,4,2630,0.35,1.5,46,2.5,11.4,59,74.1,2.17,1.09,0.78,2.62,0.41,0.15,19.1,5.09,3.49,0.37,0.16,0.95
,HY20,ALS,157605,3,3909964,455963,107,15,4-Acid Dig,COA_RE20199978.pdf,4.88,0,0,0,0,,,,0.15,71100,17.6,30,1300,1.94,0.08,29400,0.06,40.8,7.5,22,4.28,13.8,,22500,18.95,0.09,2.1,,0.03,,19.9,62.7,7100,263,0.66,22800,9,15.1,830,15.8,64.6,0,200,3.43,6,1,1.4,498,0.6,0,4.84,2980,0.44,1.7,49,2,10.5,63,74.1,2.12,1.1,0.77,2.52,0.4,0.15,18.6,5.06,3.4,0.37,0.16,0.99
,HY20,ALS,157606,3,3909964,455963,107,20,4-Acid Dig,COA_RE20199978.pdf,5.01,0,0,0,0,,,,0.14,70900,17.3,20,1220,1.8,0.06,37000,0.08,40.5,7,22,3.78,13.2,,21600,17.75,0.1,2,,0.03,,20.7,59,7000,299,0.6,22800,7.8,14.8,1160,15,61,0,200,3.19,5.7,1,1.2,539,0.52,0,4.36,2820,0.38,1.6,46,1.8,11.1,62,69.7,2.13,1.08,0.79,2.66,0.4,0.15,19.1,5.04,3.48,0.38,0.15,0.96
,HY20,ALS,157615,3,3909969,454356,108,5,4-Acid Dig,COA_RE20199978.pdf,6.38,0,0,0,0,,,,0.19,73700,16.8,10,1200,1.77,0.09,16000,0.08,45.9,7.2,24,3.13,12.5,,22600,18.8,0.11,2,,0.03,,24,39.1,7000,379,0.67,23400,8.7,16.7,830,16.4,72.2,0,100,2.91,5.9,0,1.3,481,0.61,0,4.92,3320,0.42,1.2,51,1.7,11.9,59,67.7,2.27,1.18,0.88,2.93,0.44,0.16,20.1,5.61,4.12,0.43,0.17,1.05
,HY20,ALS,157616,3,3909969,454356,108,10,4-Acid Dig,COA_RE20199978.pdf,6.34,0,0,0,0,,,,0.19,77000,16.3,20,1210,1.9,0.11,19600,0.06,46.1,8,23,3.73,12.7,,24100,19.7,0.13,2.2,,0.04,,24.1,43.8,7400,349,0.92,22600,8.5,17.1,610,17.3,72.2,0,500,2.95,6.2,0,1.4,498,0.61,0,5.98,3100,0.44,1.5,51,2.2,12.1,60,71.6,2.46,1.23,0.87,3.05,0.45,0.17,20,5.7,4.07,0.44,0.18,1.09
,HY20,ALS,157617,3,3909969,454356,108,15,4-Acid Dig,COA_RE20199978.pdf,6.06,0,0,0,0,,,,0.13,68200,16.2,20,1300,1.66,0.08,17300,0.05,38.1,6.8,22,2.9,11.5,,21900,17.55,0.1,2,,0.03,,20.2,41.2,7000,323,0.79,22500,7.7,15.5,780,15.2,63.7,0,400,2.6,5.3,0,1.2,480,0.52,0,4,3080,0.4,1.2,50,1.6,10.4,57,66.8,2.08,1.01,0.76,2.63,0.39,0.15,17.3,4.81,3.54,0.37,0.14,0.94
,HY20,ALS,157618,3,3909969,454356,108,20,4-Acid Dig,COA_RE20199978.pdf,5.21,0,0,0,0,,,,0.14,74200,15.4,10,1300,1.81,0.08,18800,0.06,42.3,6.9,21,2.9,11.1,,22400,18.45,0.13,2.2,,0.03,,23.3,41.4,6800,339,0.77,24000,7.7,15.5,840,16.6,65.9,0,400,2.67,5.5,1,1.2,515,0.55,0,4.41,3030,0.38,1.3,49,1.4,11.6,56,77.2,2.28,1.1,0.84,2.81,0.42,0.16,19,5.36,3.88,0.41,0.16,0.98
,HY20,ALS,160512,3,3907213,454326,109,5,4-Acid Dig,COA_RE20211599.pdf,3.87,0.01,0,0,0,,,,0.08,64600,28.4,10,810,1.32,0.1,15200,0.08,54.8,5.5,26,2.07,10.7,,17700,14.7,0.11,0.5,,0.03,,25.5,21.7,4000,329,0.84,23000,11.4,16,480,10.7,58.4,0,100,6.82,5.5,0,1.3,410,0.89,0,6.46,3200,0.31,1.3,47,5.9,13,35,13.4,2.48,1.28,1,3.17,0.47,0.15,23.8,6.36,4.05,0.46,0.17,0.87
,HY20,ALS,160513,3,3907213,454326,109,10,4-Acid Dig,COA_RE20211599.pdf,5.21,0.01,0,0,0,,,,0.12,66600,34.6,10,860,1.38,0.11,15900,0.07,51.6,5.4,26,2.42,11.4,,17200,15.1,0.12,0.6,,0.03,,24.9,23.5,4100,297,0.77,23600,10.7,15.9,490,11.1,64.5,0,100,7.67,5.3,1,1.3,412,0.81,0,6.99,3020,0.35,1.2,46,6.9,12.6,37,15.1,2.44,1.21,0.93,3.09,0.46,0.15,22.4,5.95,3.79,0.44,0.17,0.86
,HY20,ALS,160514,3,3907213,454326,109,15,4-Acid Dig,COA_RE20211599.pdf,5.34,0.03,0.01,0,0,,,,0.12,66500,44.2,10,870,1.38,0.1,18300,0.07,48,5.3,29,2.59,10.2,,17000,14.95,0.12,0.5,,0.03,,22.8,23.7,4100,300,0.92,23000,10.4,16.1,510,11.2,65.6,0,200,8.79,5.2,0,1.3,406,0.8,0,6.08,2810,0.37,1.3,45,8.1,11.8,36,14.2,2.31,1.16,0.88,2.97,0.44,0.14,21.2,5.6,3.63,0.42,0.16,0.8
,HY20,ALS,160515,3,3907213,454326,109,20,4-Acid Dig,COA_RE20211599.pdf,5.55,0.01,0,0,0,,,,0.1,65500,40,10,840,1.38,0.11,13900,0.08,54.7,5.7,33,2.39,11.3,,18400,15.35,0.12,0.5,,0.03,,27.2,23.6,3800,343,1.53,23600,11.3,17.2,510,11.3,62.8,0,100,8.76,5.5,0,1.3,408,0.83,0,6.8,3120,0.34,1.4,47,7.9,13,36,13,2.57,1.27,0.96,3.18,0.47,0.15,23.6,6.29,3.99,0.45,0.17,0.87
,HY20,ALS,157928,3,3907319,455239,110,5,4-Acid Dig,COA_RE20206582.pdf,3.65,0.04,0,0,0,,,,0.63,64400,53.2,20,830,1.47,0.11,54300,0.08,45.6,7.6,41,3.09,16,,20100,14.75,0.33,0.6,,0.03,,24.4,45.7,11000,405,0.6,20200,9,23,490,10.8,63.6,0,400,11.1,6.1,1,1.3,798,0.65,0,6.35,2770,0.41,2.9,53,9.6,11.2,47,16.7,2.35,1.22,0.76,2.87,0.42,0.15,19.8,5.29,3.79,0.41,0.17,1.11
,HY20,ALS,157929,3,3907319,455239,110,10,4-Acid Dig,COA_RE20206582.pdf,4.7,0.03,0,0,0,,,,0.44,58700,35.5,30,730,1.39,0.12,81900,0.14,45.9,8.5,45,3.48,17.3,,22300,14.5,0.27,0.7,,0.03,,24.3,49.1,12200,410,0.6,16300,8.9,23.9,440,10.1,66,0,400,8.57,6.7,1,1.4,832,0.61,0,6.43,2710,0.4,3.5,59,7.9,11.4,56,20.6,2.3,1.21,0.72,2.8,0.4,0.15,19.7,5.19,3.77,0.39,0.16,1.07
,HY20,ALS,157930,3,3907319,455239,110,15,4-Acid Dig,COA_RE20206582.pdf,3.77,0.03,0,0,0,,,,0.25,58500,28.6,30,660,1.49,0.13,84400,0.12,44.9,9,38,4.55,17.8,,24500,14.95,0.26,0.7,,0.04,,24.3,52.1,12900,506,0.82,14000,8.8,24.7,410,10.4,69.9,0,600,9,7,1,1.4,738,0.62,0,6.91,2580,0.45,3.3,62,8.5,11.2,60,23.1,2.34,1.22,0.71,2.76,0.41,0.16,19.3,5.1,3.67,0.37,0.17,1.11
,HY20,ALS,157931,3,3907319,455239,110,20,4-Acid Dig,COA_RE20206582.pdf,5.28,0.04,0,0,0,,,,0.16,73100,19.5,30,760,1.97,0.16,43900,0.1,55.6,11.7,63,6.01,22.6,,34100,19.75,0.31,0.8,,0.05,,28.8,60.5,13500,367,1.13,16500,11.5,38.4,490,13,81.4,0,900,9.24,9.7,1,1.8,496,0.81,0,8.59,3650,0.57,2.7,86,8.4,14.7,88,23.6,2.88,1.48,0.92,3.66,0.51,0.18,25,6.55,4.91,0.49,0.2,1.3
,HY20,ALS,157938,3,3906975,454320,111,5,4-Acid Dig,COA_RE20211599.pdf,3.84,0.02,0,0.01,0,,,,0.18,72100,28.4,10,880,1.62,0.18,17100,0.13,65.5,6.5,29,2.51,16.2,,21600,16.4,0.26,0.7,,0.03,,33,25.7,4900,423,0.82,24900,13.3,17.3,530,12.6,69.7,0,100,7.35,6.1,1,1.5,427,0.93,0,8.81,3720,0.4,1.6,55,9.3,15.4,53,16.6,2.99,1.57,1.21,3.58,0.54,0.19,27.6,7.51,5.17,0.53,0.22,1.42
,HY20,ALS,157939,3,3906975,454320,111,10,4-Acid Dig,COA_RE20211599.pdf,4.32,0.04,0.01,0,0,,,,0.2,66400,30.6,10,850,1.6,0.11,14700,0.11,55.6,5,25,2.29,10.7,,17800,15.2,0.24,0.6,,0.03,,28.5,24,3800,330,1.02,23700,12.2,14.2,540,12.6,70.1,0,100,7.81,5.1,1,1.4,394,0.88,0,7.96,3180,0.39,1.5,46,7.7,14.2,35,15.6,2.68,1.38,1.08,3.3,0.48,0.18,24.1,6.51,4.62,0.49,0.19,1.3
,HY20,ALS,157940,3,3906975,454320,111,15,4-Acid Dig,COA_RE20211599.pdf,8.25,0.01,0,0,0,,,,0.37,69900,30.1,10,890,1.56,0.12,14600,0.12,54.6,5.4,28,2.53,11.5,,20000,15.35,0.27,0.7,,0.03,,27.9,24,4100,354,1.18,24300,11.7,15.3,520,11.9,73.1,0,100,7.85,5.2,0,1.4,408,0.88,0,7.96,3250,0.42,1.5,47,8.5,14.1,37,17.6,2.72,1.36,1.1,3.26,0.48,0.17,23.8,6.43,4.59,0.47,0.19,1.28
,HY20,ALS,157941,3,3906975,454320,111,20,4-Acid Dig,COA_RE20211599.pdf,5.98,0.03,0.01,0.01,0,,,,0.27,71100,37.8,10,860,1.54,0.12,17900,0.11,55.3,6.5,35,2.85,13.1,,23300,16.2,0.28,0.7,,0.04,,27.9,27.2,5400,405,1.32,23400,11.4,18.6,540,12.4,71.7,0,100,8.32,6,1,1.4,405,0.83,0,7.85,3410,0.4,1.6,54,10.3,14.2,45,17.6,2.71,1.39,1.06,3.26,0.49,0.18,23.7,6.35,4.45,0.48,0.21,1.31
